indent,taxonID,rank,A id,A name,B id,B name,relation,other id,other name,note,reason,changed_props,unchanged
——————————,8571,species,112853,A.Ctenomys occultus,112853,B.Ctenomys occultus,=,,,,canonicalName,,tip
——————————,8572,species,112854,A.Ctenomys pundti,112854,B.Ctenomys pundti,=,,,,canonicalName,,tip
——————————,8573,species,112856,A.Ctenomys scagliai,112856,B.Ctenomys scagliai,=,,,,scientificName,,tip
——————————,8574,species,112857,A.Ctenomys tuconax,112857,B.Ctenomys tuconax,=,,,,canonicalName,,tip
——————————,8575,species,112858,A.Ctenomys tucumanus,112858,B.Ctenomys tucumanus,=,,,,canonicalName,,tip
——————————,8576,species,170736,A.Ctenomys australis,170736,B.Ctenomys australis,=,,,,canonicalName,,tip
——————————,8577,species,170737,A.Ctenomys fulvus,170737,B.Ctenomys fulvus,=,,,,canonicalName,,tip
——————————,8578,species,170738,A.Ctenomys magellanicus,170738,B.Ctenomys magellanicus,=,,,,canonicalName,,tip
——————————,8579,species,316387,A.Ctenomys robore,316387,B.Ctenomys robore,=,,,,canonicalName,,tip
——————————,8580,species,873083,A.Ctenomys minutus,,,,,,,,,
——————————,8582,species,1170581,A.Ctenomys sp. PAR-2012a,1170581,B.Ctenomys ibicuiensis,=,,,,ncbi_id,canonicalName,tip
——————————,8583,,879280,A.unclassified Ctenomys,,,=,33551,B.Ctenomys,lump,monotypic,,
——————————,8584,species,879288,A.Ctenomys colburni,879288,B.Ctenomys colburni,=,,,,scientificName,,tip
——————————,8585,species,879289,A.Ctenomys fodax,879289,B.Ctenomys fodax,=,,,,scientificName,,tip
——————————,8586,species,879290,A.Ctenomys lami,879290,B.Ctenomys lami,=,,,,scientificName,,tip
——————————,8587,species,879291,A.Ctenomys perrensi,879291,B.Ctenomys perrensi,=,,,,scientificName,,tip
——————————,8588,species,879292,A.Ctenomys saltarius,879292,B.Ctenomys saltarius,=,,,,scientificName,,tip
——————————,8589,species,879293,A.Ctenomys sericeus,879293,B.Ctenomys sericeus,=,,,,scientificName,,tip
——————————,8590,species,1536794,A.Ctenomys erikacuellarae,1536794,B.Ctenomys erikacuellarae,=,,,,scientificName,,tip
——————————,8591,species,,,873083,B.Ctenomys minutus,,,,,,,
——————————,8592,,,,879280,B.unclassified Ctenomys,,,,,,,
———————————,8593,species,63109,A.Ctenomys sp. NK12221,63109,B.Ctenomys sp. NK12221,=,,,moved,canonicalName,,tip
———————————,8594,species,63110,A.Ctenomys sp. NK22840,63110,B.Ctenomys sp. NK22840,=,,,moved,canonicalName,,tip
———————————,8595,species,63111,A.Ctenomys sp. NK12406,63111,B.Ctenomys sp. NK12406,=,,,moved,canonicalName,,tip
———————————,8596,species,63112,A.Ctenomys sp. NK12404,63112,B.Ctenomys sp. NK12404,=,,,moved,canonicalName,,tip
———————————,8597,species,63113,A.Ctenomys sp. NK21303,63113,B.Ctenomys sp. NK21303,=,,,moved,canonicalName,,tip
———————————,8598,species,63773,A.Ctenomys sp.,63773,B.Ctenomys sp.,=,,,moved,canonicalName,,tip
———————————,8599,species,279152,A.Ctenomys sp. NK21221,279152,B.Ctenomys sp. NK21221,=,,,moved,canonicalName,,tip
———————————,8600,species,879281,A.Ctenomys sp. LTU 207,879281,B.Ctenomys sp. LTU 207,=,,,moved,canonicalName,,tip
———————————,8601,species,879282,A.Ctenomys sp. PNG 1201,879282,B.Ctenomys sp. PNG 1201,=,,,moved,canonicalName,,tip
———————————,8602,species,879283,A.Ctenomys sp. PNG 160,879283,B.Ctenomys sp. PNG 160,=,,,moved,canonicalName,,tip
———————————,8603,species,879284,A.Ctenomys sp. PNG 1614,879284,B.Ctenomys sp. PNG 1614,=,,,moved,canonicalName,,tip
———————————,8604,species,879285,A.Ctenomys sp. PNG 191,879285,B.Ctenomys sp. PNG 191,=,,,moved,canonicalName,,tip
———————————,8605,species,879286,A.Ctenomys sp. PNG 336,879286,B.Ctenomys sp. PNG 336,=,,,moved,canonicalName,,tip
———————————,8606,species,879287,A.Ctenomys sp. PNG 803,879287,B.Ctenomys sp. PNG 803,=,,,moved,canonicalName,,tip
———————————,8607,species,930276,A.Ctenomys sp. 19MH,930276,B.Ctenomys sp. 19MH,=,,,moved,canonicalName,,tip
———————————,8608,species,930286,A.Ctenomys sp. 'llathu',930286,B.Ctenomys sp. 'llathu',=,,,moved,canonicalName,,tip
———————————,8609,species,930289,A.Ctenomys sp. 'ita',930289,B.Ctenomys sp. 'ita',=,,,moved,canonicalName,,tip
———————————,8610,species,1137321,A.Ctenomys sp. Chasico population,1137321,B.Ctenomys sp. Chasico population,=,,,moved,canonicalName,,tip
———————————,8611,species,1170582,A.Ctenomys sp. PAR-2012b,1170582,B.Ctenomys sp. PAR-2012b,=,,,moved,canonicalName,,tip
———————————,8612,species,1175847,A.Ctenomys sp. MJGF-2012,1175847,B.Ctenomys sp. MJGF-2012,=,,,moved,canonicalName,,tip
———————————,8613,species,1214281,A.Ctenomys sp. DAB-2012,1214281,B.Ctenomys sp. DAB-2012,=,,,moved,canonicalName,,tip
———————————,8614,species,,,2292397,B.Ctenomys sp. 'chasiquensis',,,,,,,
———————————,8615,species,,,2305271,B.Ctenomys sp. 'central',,,,,,,
———————————,8616,species,,,2305272,B.Ctenomys sp. 'xingu',,,,,,,
———————————,8617,species,,,2735992,B.Ctenomys sp. b GDE-2020,,,,,,,
———————————,8618,species,,,2735993,B.Ctenomys sp. c GDE-2020,,,,,,,
———————————,8619,species,,,2735994,B.Ctenomys sp. t GDE-2020,,,,,,,
——————————,8620,species,,,2292398,B.Ctenomys mendocinus complex sp. FM-2018,,,,,,,
——————————,8621,species,,,2304070,B.Ctenomys famosus,,,,,,,
——————————,8622,species,,,2316163,B.Ctenomys dorsalis,,,,,,,
——————————,8623,species,,,2502158,B.Ctenomys fochi,,,,,,,
——————————,8624,species,,,2604415,B.Ctenomys minutus x Ctenomys flamarioni,,,,,,,
——————————,8625,species,,,2681334,B.Ctenomys emilianus,,,,,,,
—————————,8626,genus,170739,A.Octodontomys,,,,,,,,,
—————————,8628,genus,,,170739,B.Octodontomys,,,,,,,
————————,8629,family,30646,A.Dasyproctidae,30646,B.Dasyproctidae,=,,,,canonicalName,,
—————————,8630,genus,34845,A.Dasyprocta,34845,B.Dasyprocta,=,,,,canonicalName,number_of_children,
——————————,8631,species,34846,A.Dasyprocta punctata,34846,B.Dasyprocta punctata,=,,,,canonicalName,,tip
——————————,8632,species,42152,A.Dasyprocta leporina,42152,B.Dasyprocta leporina,=,,,,canonicalName,,tip
——————————,8633,species,193455,A.Dasyprocta fuliginosa,193455,B.Dasyprocta fuliginosa,=,,,,canonicalName,,tip
——————————,8634,species,1541202,A.Dasyprocta azarae,1541202,B.Dasyprocta azarae,=,,,,scientificName,,tip
——————————,8635,,,,2647699,B.unclassified Dasyprocta,,,,,,,
———————————,8636,species,,,1967454,B.Dasyprocta sp. 1 EG-2017,,,,,,,
———————————,8637,species,,,1967455,B.Dasyprocta sp. 2 EG-2017,,,,,,,
—————————,8638,genus,43317,A.Myoprocta,43317,B.Myoprocta,=,,,,canonicalName,,
——————————,8639,species,43318,A.Myoprocta pratti,43318,B.Myoprocta pratti,=,,,,canonicalName,,tip
——————————,8640,species,181542,A.Myoprocta acouchy,181542,B.Myoprocta acouchy,=,,,,canonicalName,,tip
——————————,8641,,,,2635579,B.unclassified Myoprocta,,,,,,,
————————,8643,family,30649,A.Erethizontidae,30649,B.Erethizontidae,=,,,,canonicalName,,
—————————,8644,genus,34843,A.Erethizon,,,,,,,,,
—————————,8646,genus,43319,A.Coendou,43319,B.Coendou,=,,,,canonicalName,number_of_children,
——————————,8647,species,43320,A.Coendou bicolor,43320,B.Coendou bicolor,=,,,,scientificName,,tip
——————————,8648,species,73858,A.Coendou melanurus,73858,B.Coendou melanurus,=,,,,scientificName,,tip
——————————,8649,species,187985,A.Coendou prehensilis,187985,B.Coendou prehensilis,=,,,,scientificName,,tip
——————————,8650,species,188140,A.Coendou villosus,188140,B.Coendou villosus,=,,,,canonicalName,,tip
——————————,8651,species,190504,A.Coendou insidiosus,190504,B.Coendou insidiosus,=,,,,scientificName,,tip
——————————,8652,species,190505,A.Coendou spinosus,190505,B.Coendou spinosus,=,,,,scientificName,,tip
——————————,8653,species,190506,A.Coendou vestitus,190506,B.Coendou vestitus,=,,,,scientificName,,tip
——————————,8654,species,637443,A.Coendou mexicanus,637443,B.Coendou mexicanus,=,,,,scientificName,,tip
——————————,8655,species,1310238,A.Coendou ichillus,1310238,B.Coendou ichillus,=,,,,scientificName,,tip
——————————,8656,species,1310239,A.Coendou pruinosus,1310239,B.Coendou pruinosus,=,,,,scientificName,,tip
——————————,8657,species,1310240,A.Coendou rufescens,1310240,B.Coendou rufescens,=,,,,scientificName,,tip
——————————,8658,species,1310241,A.Coendou nycthemera,1310241,B.Coendou nycthemera,=,,,,scientificName,,tip
——————————,8659,species,1310242,A.Coendou quichua,1310242,B.Coendou quichua,=,,,,scientificName,,tip
——————————,8660,species,1399576,A.Coendou speratus,1399576,B.Coendou speratus,=,,,,scientificName,,tip
——————————,8661,species,,,1970184,B.Coendou baturitensis,,,,,,,
——————————,8662,,,,2630139,B.unclassified Coendou,,,,,,,
———————————,8663,species,,,1967453,B.Coendou sp. EG-2017,,,,,,,
—————————,8664,genus,480663,A.Chaetomys,,,,,,,,,
—————————,8666,genus,,,34843,B.Erethizon,,,,,,,
—————————,8667,genus,,,480663,B.Chaetomys,,,,,,,
————————,8668,family,74488,A.Thryonomyidae,74488,B.Thryonomyidae,=,,,,canonicalName,,
—————————,8669,genus,10168,A.Thryonomys,10168,B.Thryonomys,=,,,,canonicalName,number_of_children,
——————————,8670,species,10169,A.Thryonomys swinderianus,10169,B.Thryonomys swinderianus,=,,,,scientificName,,tip
——————————,8671,species,423060,A.Thryonomys gregorianus,423060,B.Thryonomys gregorianus,=,,,,canonicalName,,tip
——————————,8672,,,,2648170,B.unclassified Thryonomys,,,,,,,
———————————,8673,species,,,1695229,B.Thryonomys sp.,,,,,,,
————————,8674,family,99599,A.Petromuridae,,,,,,,,,
—————————,8675,genus,10182,A.Petromus,,,,,,,,,
——————————,8676,species,10183,A.Petromus typicus,10183,B.Petromus typicus,=,,,,canonicalName,,tip
————————,8677,family,108853,A.Abrocomidae,108853,B.Abrocomidae,=,,,,canonicalName,number_of_children,
—————————,8678,genus,108854,A.Abrocoma,108854,B.Abrocoma,=,,,,canonicalName,number_of_children,
——————————,8679,species,108855,A.Abrocoma bennettii,,,,,,,,,
——————————,8681,species,126064,A.Abrocoma cinerea,126064,B.Abrocoma cinerea,=,,,,canonicalName,,tip
——————————,8682,species,,,108855,B.Abrocoma bennettii,,,,,,,
——————————,8683,species,,,1568925,B.Abrocoma boliviensis,,,,,,,
—————————,8684,genus,,,1567516,B.Cuscomys,,,,,,,
——————————,8685,species,,,1567517,B.Cuscomys ashaninka,,,,,,,
————————,8686,family,108856,A.Dinomyidae,,,,,,,,,
—————————,8687,genus,108857,A.Dinomys,,,,,,,,,
——————————,8688,species,108858,A.Dinomys branickii,108858,B.Dinomys branickii,=,,,,canonicalName,,tip
————————,8689,family,340178,A.Laonastidae,,,,,,,,,
—————————,8690,genus,340179,A.Laonastes,,,,,,,,,
——————————,8691,species,340180,A.Laonastes aenigmamus,340180,B.Laonastes aenigmamus,=,,,,canonicalName,,tip
————————,8692,family,723806,A.Cuniculidae,723806,B.Cuniculidae,=,,,,scientificName,,subtree=
———————,8696,suborder,33553,A.Sciurognathi,,,,,,,,,
————————,8697,family,10010,A.Geomyidae,10010,B.Geomyidae,=,,,,canonicalName,,
—————————,8698,genus,10011,A.Thomomys,10011,B.Thomomys,=,,,,canonicalName,,
——————————,8699,species,10012,A.Thomomys townsendii,10012,B.Thomomys townsendii,=,,,,canonicalName,,subtree=
——————————,8703,species,10013,A.Thomomys bottae,10013,B.Thomomys bottae,=,,,,canonicalName,,subtree=
——————————,8744,species,35660,A.Thomomys talpoides,35660,B.Thomomys talpoides,=,,,,canonicalName,,subtree=
——————————,8757,species,50723,A.Thomomys mazama,50723,B.Thomomys mazama,=,,,,canonicalName,,subtree=
——————————,8764,species,50724,A.Thomomys monticola,50724,B.Thomomys monticola,=,,,,canonicalName,,tip
——————————,8765,species,50725,A.Thomomys umbrinus,50725,B.Thomomys umbrinus,=,,,,canonicalName,,subtree=
——————————,8780,species,113116,A.Thomomys bulbivorus,113116,B.Thomomys bulbivorus,=,,,,scientificName,,tip
——————————,8781,species,480986,A.Thomomys idahoensis,,,,,,,,,
——————————,8783,species,496431,A.Thomomys anitae,496431,B.Thomomys anitae,=,,,,canonicalName,,subtree=
——————————,8801,species,496449,A.Thomomys atrovarius,,,,,,,,,
——————————,8803,species,496466,A.Thomomys chihuahue,,,,,,,,,
——————————,8805,species,496468,A.Thomomys fulvus,496468,B.Thomomys fulvus,=,,,,canonicalName,,subtree=
——————————,8819,species,496482,A.Thomomys laticeps,496482,B.Thomomys laticeps,=,,,,canonicalName,,subtree=
——————————,8823,species,1321242,A.Thomomys sheldoni,1321242,B.Thomomys sheldoni,=,,,,scientificName,,tip
——————————,8824,species,1330538,A.Thomomys sp. 1 VLM-2013,1330538,B.Thomomys nayarensis,=,,,,ncbi_id,canonicalName,tip
——————————,8825,species,1387314,A.Thomomys nigricans,1387314,B.Thomomys nigricans,=,,,,canonicalName,,tip
——————————,8826,species,,,480986,B.Thomomys idahoensis,,,,,,,
——————————,8827,species,,,496449,B.Thomomys atrovarius,,,,,,,
——————————,8828,species,,,496466,B.Thomomys chihuahue,,,,,,,
—————————,8829,genus,13544,A.Geomys,13544,B.Geomys,=,,,,canonicalName,,
——————————,8830,species,27682,A.Geomys bursarius,27682,B.Geomys bursarius,=,,,,canonicalName,,subtree=
——————————,8840,species,27683,A.Geomys knoxjonesi,27683,B.Geomys knoxjonesi,=,,,,canonicalName,,tip
——————————,8841,species,27684,A.Geomys knoxjonesi x Geomys bursarius major,27684,B.Geomys knoxjonesi x Geomys bursarius major,=,,,,canonicalName,,tip
——————————,8842,species,32529,A.Geomys breviceps,32529,B.Geomys breviceps,=,,,,canonicalName,,subtree=
——————————,8845,species,35659,A.Geomys personatus,35659,B.Geomys personatus,=,,,,canonicalName,,subtree=
——————————,8850,species,72447,A.Geomys attwateri,72447,B.Geomys attwateri,=,,,,canonicalName,,tip
——————————,8851,species,72448,A.Geomys texensis,72448,B.Geomys texensis,=,,,,canonicalName,,subtree=
——————————,8855,species,100306,A.Geomys pinetis,100306,B.Geomys pinetis,=,,,,canonicalName,,subtree=
——————————,8858,species,108582,A.Geomys arenarius,108582,B.Geomys arenarius,=,,,,canonicalName,,tip
——————————,8859,species,108586,A.Geomys tropicalis,108586,B.Geomys tropicalis,=,,,,canonicalName,,tip
——————————,8860,species,257694,A.Geomys jugossicularis,,,,,,,,,
——————————,8862,species,257702,A.Geomys streckeri,257702,B.Geomys streckeri,=,,,,canonicalName,,tip
——————————,8863,species,504288,A.Geomys lutescens x halli,504288,B.Geomys lutescens x halli,=,,,,canonicalName,,tip
——————————,8864,species,504289,A.Geomys lutescens x majusuclus,504289,B.Geomys lutescens x majusuclus,=,,,,canonicalName,,tip
——————————,8865,species,,,257694,B.Geomys jugossicularis,,,,,,,
—————————,8866,genus,13627,A.Cratogeomys,13627,B.Cratogeomys,=,,,,canonicalName,,
——————————,8867,species,13458,A.Cratogeomys fumosus,13458,B.Cratogeomys fumosus,=,,,,canonicalName,,subtree=
——————————,8871,species,13461,A.Cratogeomys gymnurus,13461,B.Cratogeomys gymnurus,=,,,,canonicalName,,tip
——————————,8872,species,13462,A.Cratogeomys merriami,13462,B.Cratogeomys merriami,=,,,,canonicalName,,tip
——————————,8873,species,13463,A.Cratogeomys tylorhinus,13463,B.Cratogeomys tylorhinus,=,,,,canonicalName,,tip
——————————,8874,species,34860,A.Cratogeomys goldmani,34860,B.Cratogeomys goldmani,=,,,,canonicalName,,subtree=
——————————,8877,species,37441,A.Cratogeomys castanops,,,,,,,,,
——————————,8879,species,37549,A.Cratogeomys bursarius,37549,B.Cratogeomys bursarius,=,,,,canonicalName,,tip
——————————,8880,species,76342,A.Cratogeomys neglectus,76342,B.Cratogeomys neglectus,=,,,,canonicalName,,tip
——————————,8881,species,164517,A.Cratogeomys zinseri,164517,B.Cratogeomys zinseri,=,,,,canonicalName,,tip
——————————,8882,species,278198,A.Cratogeomys planiceps,278198,B.Cratogeomys planiceps,=,,,,canonicalName,,tip
——————————,8883,species,288025,A.Cratogeomys fulvescens,288025,B.Cratogeomys fulvescens,=,,,,canonicalName,,tip
——————————,8884,species,288026,A.Cratogeomys estor,288026,B.Cratogeomys estor,=,,,,canonicalName,,tip
——————————,8885,species,290846,A.Cratogeomys perotensis,290846,B.Cratogeomys perotensis,=,,,,canonicalName,,tip
——————————,8886,species,,,37441,B.Cratogeomys castanops,,,,,,,
———————————,8887,subspecies,,,13457,B.Cratogeomys castanops tamaulipensis,,,,,,,
—————————,8888,genus,35661,A.Orthogeomys,35661,B.Orthogeomys,=,,,,canonicalName,number_of_children,
——————————,8889,species,35662,A.Orthogeomys cavator,35662,B.Orthogeomys cavator,=,,,,canonicalName,,tip
——————————,8890,species,35663,A.Orthogeomys cherriei,35663,B.Orthogeomys cherriei,=,,,,canonicalName,,tip
——————————,8891,species,35664,A.Orthogeomys heterodus,35664,B.Orthogeomys heterodus,=,,,,canonicalName,,tip
——————————,8892,species,35665,A.Orthogeomys hispidus,35665,B.Orthogeomys hispidus,=,,,,canonicalName,,tip
——————————,8893,species,35666,A.Orthogeomys underwoodi,35666,B.Orthogeomys underwoodi,=,,,,canonicalName,,tip
——————————,8894,species,249182,A.Orthogeomys grandis,249182,B.Orthogeomys grandis,=,,,,canonicalName,,tip
——————————,8895,species,1436926,A.Orthogeomys matagalpae,1436926,B.Orthogeomys matagalpae,=,,,,scientificName,,tip
——————————,8896,species,1436927,A.Orthogeomys dariensis,1436927,B.Orthogeomys dariensis,=,,,,scientificName,,tip
——————————,8897,species,1436928,A.Orthogeomys thaeleri,1436928,B.Orthogeomys thaeleri,=,,,,scientificName,,tip
——————————,8898,species,1464779,A.Orthogeomys lanius,1464779,B.Orthogeomys lanius,=,,,,scientificName,,tip
——————————,8899,species,,,1827141,B.Orthogeomys cuniculus,,,,,,,
—————————,8900,genus,35667,A.Zygogeomys,,,,,,,,,
——————————,8901,species,35668,A.Zygogeomys trichopus,35668,B.Zygogeomys trichopus,=,,,,canonicalName,,tip
—————————,8902,genus,196629,A.Pappogeomys,196629,B.Pappogeomys,=,,,,canonicalName,,subtree=
—————————,8905,genus,,,35667,B.Zygogeomys,,,,,,,
————————,8906,family,10015,A.Heteromyidae,10015,B.Heteromyidae,=,,,,canonicalName,,
—————————,8907,subfamily,38662,A.Dipodomyinae,38662,B.Dipodomyinae,=,,,,canonicalName,,
——————————,8908,genus,10016,A.Dipodomys,10016,B.Dipodomys,=,,,,scientificName,,
———————————,8909,species,10017,A.Dipodomys californicus,,,,,,,,,
———————————,8911,species,10018,A.Dipodomys heermanni,10018,B.Dipodomys heermanni,=,,,,mutual-cross-mrca,number_of_children; scientificName,
————————————,8912,subspecies,147438,A.Dipodomys heermanni arenae,147438,B.Dipodomys heermanni arenae,=,,,,canonicalName,,tip
————————————,8913,subspecies,147439,A.Dipodomys heermanni morroensis,147439,B.Dipodomys heermanni morroensis,=,,,,canonicalName,,tip
————————————,8914,subspecies,,,2338490,B.Dipodomys heermanni dixoni,,,,,,,
————————————,8915,subspecies,,,2338491,B.Dipodomys heermanni goldmani,,,,,,,
————————————,8916,subspecies,,,2338492,B.Dipodomys heermanni heermanni,,,,,,,
————————————,8917,subspecies,,,2338493,B.Dipodomys heermanni swarthi,,,,,,,
————————————,8918,subspecies,,,2338494,B.Dipodomys heermanni tularensis,,,,,,,
———————————,8919,species,10019,A.Dipodomys panamintinus,,,,,,,,,
———————————,8921,species,10020,A.Dipodomys ordii,,,,,,,,,
———————————,8923,species,50722,A.Dipodomys agilis,,,,,,,,,
———————————,8925,species,94247,A.Dipodomys merriami,94247,B.Dipodomys merriami,=,,,,canonicalName,,subtree=
———————————,8933,species,94248,A.Dipodomys microps,,,,,,,,,
———————————,8935,species,104298,A.Dipodomys ingens,104298,B.Dipodomys ingens,=,,,,canonicalName,,tip
———————————,8936,species,105255,A.Dipodomys spectabilis,105255,B.Dipodomys spectabilis,=,,,,canonicalName,,tip
———————————,8937,species,108144,A.Dipodomys elator,108144,B.Dipodomys elator,=,,,,canonicalName,,tip
———————————,8938,species,108145,A.Dipodomys nelsoni,108145,B.Dipodomys nelsoni,=,,,,canonicalName,,tip
———————————,8939,species,108146,A.Dipodomys phillipsii,108146,B.Dipodomys phillipsii,=,,,,scientificName,,tip
———————————,8940,species,284671,A.Dipodomys deserti,,,,,,,,,
———————————,8942,species,323373,A.Dipodomys insularis,323373,B.Dipodomys insularis,=,,,,canonicalName,,tip
———————————,8943,species,323374,A.Dipodomys nitratoides,,,,,,,,,
———————————,8945,species,323375,A.Dipodomys venustus,323375,B.Dipodomys venustus,=,,,,canonicalName,number_of_children,
————————————,8946,subspecies,,,2338498,B.Dipodomys venustus venustus,,,,,,,
———————————,8947,species,323376,A.Dipodomys elephantinus,323376,B.Dipodomys elephantinus,=,,,,canonicalName,,tip
———————————,8948,species,323377,A.Dipodomys gravipes,323377,B.Dipodomys gravipes,=,,,,canonicalName,,tip
———————————,8949,species,323378,A.Dipodomys compactus,323378,B.Dipodomys compactus,=,,,,canonicalName,,tip
———————————,8950,species,323379,A.Dipodomys stephensi,323379,B.Dipodomys stephensi,=,,,,canonicalName,,tip
———————————,8951,species,323382,A.Dipodomys simulans,,,,,,,,,
———————————,8953,species,,,10017,B.Dipodomys californicus,,,,,,,
———————————,8954,species,,,10019,B.Dipodomys panamintinus,,,,,,,
————————————,8955,subspecies,,,2338495,B.Dipodomys panamintinus leucogenys,,,,,,,
————————————,8956,subspecies,,,2338496,B.Dipodomys panamintinus mohavensis,,,,,,,
———————————,8957,species,,,10020,B.Dipodomys ordii,,,,,,,
———————————,8958,species,,,50722,B.Dipodomys agilis,,,,,,,
————————————,8959,subspecies,,,2338489,B.Dipodomys agilis perplexus,,,,,,,
———————————,8960,species,,,94248,B.Dipodomys microps,,,,,,,
———————————,8961,species,,,284671,B.Dipodomys deserti,,,,,,,
———————————,8962,species,,,323374,B.Dipodomys nitratoides,,,,,,,
————————————,8963,subspecies,,,2651915,B.Dipodomys nitratoides brevinasus,,,,,,,
————————————,8964,subspecies,,,2651916,B.Dipodomys nitratoides exilis,,,,,,,
———————————,8965,species,,,323382,B.Dipodomys simulans,,,,,,,
————————————,8966,subspecies,,,2338497,B.Dipodomys simulans simulans,,,,,,,
——————————,8967,genus,108148,A.Microdipodops,108148,B.Microdipodops,=,,,,canonicalName,,
———————————,8968,species,108149,A.Microdipodops megacephalus,,,,,,,,,
———————————,8970,species,323371,A.Microdipodops pallidus,323371,B.Microdipodops pallidus,=,,,,canonicalName,,subtree=
———————————,8973,species,,,108149,B.Microdipodops megacephalus,,,,,,,
—————————,8974,subfamily,38663,A.Perognathinae,38663,B.Perognathinae,=,,,,scientificName,,
——————————,8975,genus,37442,A.Perognathus,37442,B.Perognathus,=,,,,canonicalName,,
———————————,8976,species,37443,A.Perognathus flavus,,,,,,,,,
———————————,8978,species,38408,A.Perognathus amplus,38408,B.Perognathus amplus,=,,,,canonicalName,,subtree=
———————————,8982,species,38409,A.Perognathus inornatus,38409,B.Perognathus inornatus,=,,,,canonicalName,,subtree=
———————————,8985,species,38669,A.Perognathus longimembris,38669,B.Perognathus longimembris,=,,,,canonicalName,,
————————————,8986,subspecies,214510,A.Perognathus longimembris bangsi,214510,B.Perognathus longimembris bangsi,=,,,,canonicalName,,tip
————————————,8987,subspecies,214511,A.Perognathus longimembris brevinasus,214511,B.Perognathus longimembris brevinasus,=,,,,canonicalName,,tip
————————————,8988,subspecies,214512,A.Perognathus longimembris internationalis,214512,B.Perognathus longimembris internationalis,=,,,,canonicalName,,tip
————————————,8989,subspecies,214513,A.Perognathus longimembris longimembris,214513,B.Perognathus longimembris longimembris,=,,,,canonicalName,,tip
————————————,8990,subspecies,214514,A.Perognathus longimembris pacificus,214514,B.Perognathus longimembris pacificus,=,,,,canonicalName,,tip
————————————,8991,subspecies,306049,A.Perognathus longimembris virginis,306049,B.Perognathus longimembris virginis,=,,,,canonicalName,,tip
————————————,8992,subspecies,306050,A.Perognathus longimembris bombycinus,306050,B.Perognathus longimembris bombycinus,=,,,,canonicalName,,tip
————————————,8993,subspecies,306051,A.Perognathus longimembris gulosus,306051,B.Perognathus longimembris gulosus,=,,,,canonicalName,,tip
————————————,8994,subspecies,306052,A.Perognathus longimembris arizonensis,306052,B.Perognathus longimembris arizonensis,=,,,,canonicalName,,tip
———————————,8995,species,38670,A.Perognathus merriami,38670,B.Perognathus merriami,=,,,,canonicalName,,tip
———————————,8996,species,38671,A.Perognathus parvus,,,,,,,,,
———————————,8998,species,38675,A.Perognathus flavescens,,,,,,,,,
———————————,9000,species,38677,A.Perognathus fasciatus,38677,B.Perognathus fasciatus,=,,,,canonicalName,,tip
———————————,9001,species,323380,A.Perognathus alticolus,323380,B.Perognathus alticolus,=,,,,scientificName,,tip
———————————,9002,species,,,37443,B.Perognathus flavus,,,,,,,
———————————,9003,species,,,38671,B.Perognathus parvus,,,,,,,
———————————,9004,species,,,38675,B.Perognathus flavescens,,,,,,,
——————————,9005,genus,38664,A.Chaetodipus,38664,B.Chaetodipus,=,,,,scientificName,number_of_children,
———————————,9006,species,38665,A.Chaetodipus hispidus,38665,B.Chaetodipus hispidus,=,,,,canonicalName,,tip
———————————,9007,species,38666,A.Chaetodipus intermedius,38666,B.Chaetodipus intermedius,=,,,,canonicalName,,tip
———————————,9008,species,38672,A.Chaetodipus penicillatus,38672,B.Chaetodipus penicillatus,=,,,,canonicalName,,tip
———————————,9009,species,38673,A.Chaetodipus pernix,38673,B.Chaetodipus pernix,=,,,,canonicalName,,tip
———————————,9010,species,38678,A.Chaetodipus formosus,38678,B.Chaetodipus formosus,=,,,,canonicalName,,tip
———————————,9011,species,142641,A.Chaetodipus arenarius,,,,,,,,,
———————————,9013,species,145406,A.Chaetodipus artus,145406,B.Chaetodipus artus,=,,,,canonicalName,,tip
———————————,9014,species,145407,A.Chaetodipus baileyi,145407,B.Chaetodipus baileyi,=,,,,canonicalName,,tip
———————————,9015,species,145408,A.Chaetodipus californicus,145408,B.Chaetodipus californicus,=,,,,canonicalName,,tip
———————————,9016,species,145409,A.Chaetodipus eremicus,145409,B.Chaetodipus eremicus,=,,,,canonicalName,,tip
———————————,9017,species,145410,A.Chaetodipus fallax,145410,B.Chaetodipus fallax,=,,,,scientificName,,subtree=
———————————,9024,species,145411,A.Chaetodipus goldmani,145411,B.Chaetodipus goldmani,=,,,,canonicalName,,tip
———————————,9025,species,145412,A.Chaetodipus nelsoni,145412,B.Chaetodipus nelsoni,=,,,,canonicalName,,tip
———————————,9026,species,145413,A.Chaetodipus spinatus,145413,B.Chaetodipus spinatus,=,,,,canonicalName,,tip
———————————,9027,species,323381,A.Chaetodipus rudinoris,323381,B.Chaetodipus rudinoris,=,,,,canonicalName,,tip
———————————,9028,species,752193,A.Chaetodipus dalquesti,752193,B.Chaetodipus dalquesti,=,,,,scientificName,,tip
———————————,9029,species,,,142641,B.Chaetodipus arenarius,,,,,,,
———————————,9030,species,,,2713460,B.Chaetodipus collis,,,,,,,
———————————,9031,species,,,2713461,B.Chaetodipus durangae,,,,,,,
—————————,9032,subfamily,101674,A.Heteromyinae,101674,B.Heteromyinae,=,,,,canonicalName,,
——————————,9033,genus,101675,A.Heteromys,101675,B.Heteromys,=,,,,scientificName,,
